TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
1065,CloneX #1065,https://clonex-assets.rtfkt.com/images/1065.png,https://clonex-assets.rtfkt.com/1065,Demon,Fro,GM MONO HOODIE,CHRM,,ICE,ICE,,,,,,
1092,CloneX #1092,https://clonex-assets.rtfkt.com/images/1092.png,https://clonex-assets.rtfkt.com/1092,Robot,PURP BRDZ,MONO Tee,BLCK-RD ZK-BEADZ,ROBO,MK2,MK2,,,,,Sword,
1070,CloneX #1070,https://clonex-assets.rtfkt.com/images/1070.png,https://clonex-assets.rtfkt.com/1070,Human,NEON Cap,BLU HAWAIIAN Shirt,,,,,PURP,BCODE TAT,,SLVR Round,Sword,
1085,CloneX #1085,https://clonex-assets.rtfkt.com/images/1085.png,https://clonex-assets.rtfkt.com/1085,Robot,RD Hairclip,V1 WHT SKL GRL,SG-PDLCK,Cigar,MK-BLCK,MK-BLCK,,,,,,
1089,CloneX #1089,https://clonex-assets.rtfkt.com/images/1089.png,https://clonex-assets.rtfkt.com/1089,Human,BLCK Hairclip,RTFKT CHROME Tee,,,,,PURP,PROMO TAT,,GLD Round,,
1064,CloneX #1064,https://clonex-assets.rtfkt.com/images/1064.png,https://clonex-assets.rtfkt.com/1064,Human,WHT Stylish,FRSH Shirt,CYN Two Piece,,,,PURP,,,,,
1075,CloneX #1075,https://clonex-assets.rtfkt.com/images/1075.png,https://clonex-assets.rtfkt.com/1075,Robot,GRN Stylish,GRN Fur Coat,,,,,,,,,,
1078,CloneX #1078,https://clonex-assets.rtfkt.com/images/1078.png,https://clonex-assets.rtfkt.com/1078,Human,PURP Wrap,SPACE TRIP Tee,,,,,BLU,333 TAT,,,,
1073,CloneX #1073,https://clonex-assets.rtfkt.com/images/1073.png,https://clonex-assets.rtfkt.com/1073,Human,PURP Cyber Cat,PURP Utility Vest,,,,,YLLW,,,,,
1068,CloneX #1068,https://clonex-assets.rtfkt.com/images/1068.png,https://clonex-assets.rtfkt.com/1068,Robot,WHT BRDZ,BLCK VARSITY JCKT,,,MK1,MK1,,,Glass X,,,
1083,CloneX #1083,https://clonex-assets.rtfkt.com/images/1083.png,https://clonex-assets.rtfkt.com/1083,Angel,BLCK Unkept,WHT BKR JCKT,,TCTL SMILE,,,,,,,,
1088,CloneX #1088,https://clonex-assets.rtfkt.com/images/1088.png,https://clonex-assets.rtfkt.com/1088,Human,GOAT HRNS,PURP CAMO PFA JCKT,,,,,PNK,,,,,
1084,CloneX #1084,https://clonex-assets.rtfkt.com/images/1084.png,https://clonex-assets.rtfkt.com/1084,Angel,BRWN 2 Horns,BLCK PIN BKR JCKT,,Angry,,,,,,,,
1080,CloneX #1080,https://clonex-assets.rtfkt.com/images/1080.png,https://clonex-assets.rtfkt.com/1080,Human,BLCK Stylish,STRIPE Tee,,,,,BLCK Surprised,,,,,
1076,CloneX #1076,https://clonex-assets.rtfkt.com/images/1076.png,https://clonex-assets.rtfkt.com/1076,Human,BLU Curtains,BLCK Tee,,GLD GRILLZ,MURAKAMI DRIP,MURAKAMI DRIP,HALF-OPEN,,,,,
1079,CloneX #1079,https://clonex-assets.rtfkt.com/images/1079.png,https://clonex-assets.rtfkt.com/1079,Robot,Sound Wave,GRN TCTL Vest,,,,,,,,,,
1072,CloneX #1072,https://clonex-assets.rtfkt.com/images/1072.png,https://clonex-assets.rtfkt.com/1072,Human,BLCK BRDZ,FRSH Shirt,,,,,YLLW,,Cyborg V1,,,
1074,CloneX #1074,https://clonex-assets.rtfkt.com/images/1074.png,https://clonex-assets.rtfkt.com/1074,Human,BLCK-GLD Turban,RTFKT X TM RNBW FLOWER,G-PDLCK,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
1071,CloneX #1071,https://clonex-assets.rtfkt.com/images/1071.png,https://clonex-assets.rtfkt.com/1071,Angel,PNK MoHWK,BLCK Jellyfish Tee,,,MURAKAMI DRIP,MURAKAMI DRIP,HALF-OPEN,,,,DEMONZ,
1081,CloneX #1081,https://clonex-assets.rtfkt.com/images/1081.png,https://clonex-assets.rtfkt.com/1081,Human,BLCK Quiff,BRED KBA JCKT,RBY Two Piece,RNBW GRILLZ,,,PURP,BIRTHMRK,,,,
1082,CloneX #1082,https://clonex-assets.rtfkt.com/images/1082.png,https://clonex-assets.rtfkt.com/1082,Human,YU-RD,SPACE TRIP Tee,,RNBW GRILLZ,,,BLU,META TAT,,,,
1066,CloneX #1066,https://clonex-assets.rtfkt.com/images/1066.png,https://clonex-assets.rtfkt.com/1066,Human,BLU Braid,RCS Tee,Hi-TECH CBLE,,,,PURP,,Cyborg V2,,,
1091,CloneX #1091,https://clonex-assets.rtfkt.com/images/1091.png,https://clonex-assets.rtfkt.com/1091,Human,Kawaii,CLNX HOODIE,,Bubblegum,,,PNK,,,,,
1077,CloneX #1077,https://clonex-assets.rtfkt.com/images/1077.png,https://clonex-assets.rtfkt.com/1077,Angel,BLU Curtains,RCS Tee,Hi-TECH CBLE,RNBW GRILLS,,,,,Assault Glasses,,,
1069,CloneX #1069,https://clonex-assets.rtfkt.com/images/1069.png,https://clonex-assets.rtfkt.com/1069,Human,RD DRDZ,RCS Tee,,1Tooth,,,CLSD GRN,BCODE TAT,,,,
1067,CloneX #1067,https://clonex-assets.rtfkt.com/images/1067.png,https://clonex-assets.rtfkt.com/1067,Human,GRN Stylish,PNK Utility Vest,,,,,YLLW,,,,,
1090,CloneX #1090,https://clonex-assets.rtfkt.com/images/1090.png,https://clonex-assets.rtfkt.com/1090,Robot,BLU OCTOPUS,WHT BKR JCKT,RNBW CBLE,,MK1,MK1,HALF-OPEN,,,,,
1051,CloneX #1051,https://clonex-assets.rtfkt.com/images/1051.png,https://clonex-assets.rtfkt.com/1051,Human,NEON Cap,BLCK Tee,,,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,SMLY TAT,,,PNK UNDRWRLD WINGZ,
1024,CloneX #1024,https://clonex-assets.rtfkt.com/images/1024.png,https://clonex-assets.rtfkt.com/1024,Angel,PURP Shape Up,CLNX Tee,DRIP CHRM,,,,,,Assault Glasses,,,
1060,CloneX #1060,https://clonex-assets.rtfkt.com/images/1060.png,https://clonex-assets.rtfkt.com/1060,Robot,WHT BRDZ,BLCK-BLK Waistcoat,,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,Band-Aid,,,,
1042,CloneX #1042,https://clonex-assets.rtfkt.com/images/1042.png,https://clonex-assets.rtfkt.com/1042,Human,BLCK Quiff,FLOOR Tee,,,,,BLCK Surprised,,,,,
1057,CloneX #1057,https://clonex-assets.rtfkt.com/images/1057.png,https://clonex-assets.rtfkt.com/1057,Human,BLCK Spike,SD Tee,,,,,GRN,,,,,
1045,CloneX #1045,https://clonex-assets.rtfkt.com/images/1045.png,https://clonex-assets.rtfkt.com/1045,Robot,CYBR DRDZ,RD BBL Vest,SG-PDLCK,ROBO,,,,,,,,
1046,CloneX #1046,https://clonex-assets.rtfkt.com/images/1046.png,https://clonex-assets.rtfkt.com/1046,Robot,BRAINZ,BLCK VARSITY JCKT,,Bubblegum,,,,,,,,
1040,CloneX #1040,https://clonex-assets.rtfkt.com/images/1040.png,https://clonex-assets.rtfkt.com/1040,Robot,WHT Unkept,CLNX Tee,,Lollipop,,,,,,,,
1028,CloneX #1028,https://clonex-assets.rtfkt.com/images/1028.png,https://clonex-assets.rtfkt.com/1028,Human,PNK Curtains,GRNDT Fur Coat,,,,,CLSD PNK,CLNX TAT,SPiKED BILLIONAIRE,,,
1036,CloneX #1036,https://clonex-assets.rtfkt.com/images/1036.png,https://clonex-assets.rtfkt.com/1036,Robot,,BLCK Tech JCKT,,ARMRD Mutant,MK1,MK1,,,Cyber Bindi,,,
1026,CloneX #1026,https://clonex-assets.rtfkt.com/images/1026.png,https://clonex-assets.rtfkt.com/1026,Human,Kawaii,ORNG FRSH Shirt,PURP ZK-BEADZ,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,CLSD YLLW Breezy,11-11 TAT,,,,
1052,CloneX #1052,https://clonex-assets.rtfkt.com/images/1052.png,https://clonex-assets.rtfkt.com/1052,Robot,BLU Stylish,Blade Melt Tee,,,,,,,,,,
1022,CloneX #1022,https://clonex-assets.rtfkt.com/images/1022.png,https://clonex-assets.rtfkt.com/1022,Human,BLCK Shape Up,GRDNT PFA JCKT,GLD CBLE,Pilot Mask,,,BLCK Surprised,,,,,
1023,CloneX #1023,https://clonex-assets.rtfkt.com/images/1023.png,https://clonex-assets.rtfkt.com/1023,Robot,RD DRDZ,BLCK BNDN Shirt,CHRM,,,,,,,,,
1025,CloneX #1025,https://clonex-assets.rtfkt.com/images/1025.png,https://clonex-assets.rtfkt.com/1025,Angel,BLU OCTOPUS,IRI BLW UP JCKT,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
1063,CloneX #1063,https://clonex-assets.rtfkt.com/images/1063.png,https://clonex-assets.rtfkt.com/1063,Robot,Propeller Helmet,BLCK Waistcoat,,Toothpick,,,,,,,,
1038,CloneX #1038,https://clonex-assets.rtfkt.com/images/1038.png,https://clonex-assets.rtfkt.com/1038,Robot,BLCK Party Hat,RFX Tee,GLD Two Piece,,,,,,,,,
1039,CloneX #1039,https://clonex-assets.rtfkt.com/images/1039.png,https://clonex-assets.rtfkt.com/1039,Robot,PURP Wrap,SPACE TRIP Tee,,,,,,,,,,
1058,CloneX #1058,https://clonex-assets.rtfkt.com/images/1058.png,https://clonex-assets.rtfkt.com/1058,Human,BRWN Ponytail,V2 WHT SKL GRL,IRI Blade CHKR,,,,PNK-BLU,,,,,
1027,CloneX #1027,https://clonex-assets.rtfkt.com/images/1027.png,https://clonex-assets.rtfkt.com/1027,Human,ZK Bucket,BLCK Tech JCKT,,,,,PNK-BLU,,,,,
1034,CloneX #1034,https://clonex-assets.rtfkt.com/images/1034.png,https://clonex-assets.rtfkt.com/1034,Demon,BLND Hairclip,JELLYFISH BLW UP JCKT,GLD CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,PNK UNDRWRLD WINGZ,
1021,CloneX #1021,https://clonex-assets.rtfkt.com/images/1021.png,https://clonex-assets.rtfkt.com/1021,Angel,BLU Shape Up,PNK UNDRWRLD Uniform,,SMILEY RNBW,Divine,Divine,,,,,All Seeing Eyes,
1033,CloneX #1033,https://clonex-assets.rtfkt.com/images/1033.png,https://clonex-assets.rtfkt.com/1033,Angel,PNK Pilot,BLCK UNDRWRLD Uniform,,,Divine,Divine,,,Cyber Bindi,,,
1035,CloneX #1035,https://clonex-assets.rtfkt.com/images/1035.png,https://clonex-assets.rtfkt.com/1035,Human,PNK Beret Braids,BLCK GRNG Dress,IRI Blade CHKR,,STONED,STONED,BRWN,,,,,
1044,CloneX #1044,https://clonex-assets.rtfkt.com/images/1044.png,https://clonex-assets.rtfkt.com/1044,Human,CRWN,BLCK BNDN Shirt,,,,,BLU,,Glass X,,,
1054,CloneX #1054,https://clonex-assets.rtfkt.com/images/1054.png,https://clonex-assets.rtfkt.com/1054,Robot,GRN Shape Up,WHT PNK Fur Coat,PURP G-Link,,,,,,,SLVR Round,,
1020,CloneX #1020,https://clonex-assets.rtfkt.com/images/1020.png,https://clonex-assets.rtfkt.com/1020,Robot,GRY KO2 Tiara,PNK Utility Vest,GLD CBLE,Angry,MURAKAMI DRIP,MURAKAMI DRIP,,,,,SPLASH,
1055,CloneX #1055,https://clonex-assets.rtfkt.com/images/1055.png,https://clonex-assets.rtfkt.com/1055,Human,,WHT BKR JCKT,SPIKED CHKR,Gas Mask,,,BRWN,,,,,
1043,CloneX #1043,https://clonex-assets.rtfkt.com/images/1043.png,https://clonex-assets.rtfkt.com/1043,Human,RTFKT TECH Cap,BLU ORNG BNDN Shirt,GPURP Two Piece,,,,YLLW,,,,,
1061,CloneX #1061,https://clonex-assets.rtfkt.com/images/1061.png,https://clonex-assets.rtfkt.com/1061,Robot,BLCK KO2 Tiara,HVY MTL HOODIE,,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
1049,CloneX #1049,https://clonex-assets.rtfkt.com/images/1049.png,https://clonex-assets.rtfkt.com/1049,Robot,GRN Stylish,LIME GANG,PURP G-Link,,,,,,,,,
1032,CloneX #1032,https://clonex-assets.rtfkt.com/images/1032.png,https://clonex-assets.rtfkt.com/1032,Angel,BLCK-GLD Turban,BONE PFA JCKT,,,,,,,Eye Patch,,,
1062,CloneX #1062,https://clonex-assets.rtfkt.com/images/1062.png,https://clonex-assets.rtfkt.com/1062,Human,Cowboy,JS HOODIE,,,,,PURP,BIRTHMRK,,,,
1053,CloneX #1053,https://clonex-assets.rtfkt.com/images/1053.png,https://clonex-assets.rtfkt.com/1053,Human,PURP Hacker,GRN Tech JCKT,,ROBO,,,BLU-PURP,,Snow Storm,,,
1041,CloneX #1041,https://clonex-assets.rtfkt.com/images/1041.png,https://clonex-assets.rtfkt.com/1041,Human,BLU Stylish,Space PFA JCKT,RBY Two Piece,,,,BLCK Surprised,,,,,
1029,CloneX #1029,https://clonex-assets.rtfkt.com/images/1029.png,https://clonex-assets.rtfkt.com/1029,Robot,PNK OCTOPUS,RTFKT X TM RNBW FLOWER,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,Cyber Bindi,,,
1056,CloneX #1056,https://clonex-assets.rtfkt.com/images/1056.png,https://clonex-assets.rtfkt.com/1056,Human,PNK Curtains,PNK Waistcoast,SG-PDLCK,,,,BLU,,Assault Glasses,,,
1047,CloneX #1047,https://clonex-assets.rtfkt.com/images/1047.png,https://clonex-assets.rtfkt.com/1047,Robot,BLCK BRDZ,CLNX Tee,,WZRD,,,,,Assault Glasses,,,
1037,CloneX #1037,https://clonex-assets.rtfkt.com/images/1037.png,https://clonex-assets.rtfkt.com/1037,Demon,RD DRDZ,SD Tee,,SMILE,ICE,ICE,,,,Cross Earring,,
1031,CloneX #1031,https://clonex-assets.rtfkt.com/images/1031.png,https://clonex-assets.rtfkt.com/1031,Human,BLCK Cap,PNK HAWAIIAN Shirt,,ROBO,,,BLCK Surprised,,,,,
1050,CloneX #1050,https://clonex-assets.rtfkt.com/images/1050.png,https://clonex-assets.rtfkt.com/1050,Human,FLME,ORNG FRSH Shirt,CYN Two Piece,,,,BLU,PROMO TAT,,,,
1059,CloneX #1059,https://clonex-assets.rtfkt.com/images/1059.png,https://clonex-assets.rtfkt.com/1059,Human,GRN Cyber Dreads,PNK HAWAIIAN Shirt,SLVR CBLE,SFTY Mask,,,PNK-BLU,SKULL WEBZ TAT,,GLD Round,,
1048,CloneX #1048,https://clonex-assets.rtfkt.com/images/1048.png,https://clonex-assets.rtfkt.com/1048,Human,,PNK HAWAIIAN Shirt,GPURP Two Piece,,,,CLSD YLLW,333 VSN TAT,,,,
1030,CloneX #1030,https://clonex-assets.rtfkt.com/images/1030.png,https://clonex-assets.rtfkt.com/1030,Demon,WHT BWLCUT,RTFKT X TM RNBW FLOWER,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
1016,CloneX #1016,https://clonex-assets.rtfkt.com/images/1016.png,https://clonex-assets.rtfkt.com/1016,Human,BLCK Curtains,PURP CAMO PFA JCKT,RD ZK-BEADZ,,,,GRN,,Assault Glasses,,,
1015,CloneX #1015,https://clonex-assets.rtfkt.com/images/1015.png,https://clonex-assets.rtfkt.com/1015,Human,TECH Cap,LIME GANG,DRIP CHRM,Organism M78.8,MURAKAMI DRIP,MURAKAMI DRIP,,,Cyber Eyes,,,
1018,CloneX #1018,https://clonex-assets.rtfkt.com/images/1018.png,https://clonex-assets.rtfkt.com/1018,Robot,GRN Cyber Cat,PNK ORNG Fur Coat,CHRM,RNBW GRILLZ,MK-BLCK,MK-BLCK,,,,,,
1017,CloneX #1017,https://clonex-assets.rtfkt.com/images/1017.png,https://clonex-assets.rtfkt.com/1017,Human,Brain Machine,RCS Tee,GPURP Two Piece,,,,GRN,,,,,
1014,CloneX #1014,https://clonex-assets.rtfkt.com/images/1014.png,https://clonex-assets.rtfkt.com/1014,Human,YU-BRED,GRDNT PFA JCKT,GLD Iced Cuban,ROBO,,,PNK,,,,,
1019,CloneX #1019,https://clonex-assets.rtfkt.com/images/1019.png,https://clonex-assets.rtfkt.com/1019,Undead,BLCK Hairclip,BLCK Tech JCKT,,Pipe,,,,,,,,
996,CloneX #996,https://clonex-assets.rtfkt.com/images/996.png,https://clonex-assets.rtfkt.com/996,Human,PURP Hacker,WHT GRNG Dress,,Bubblegum,,,BLCK Surprised,,Eye Patch,,,
1008,CloneX #1008,https://clonex-assets.rtfkt.com/images/1008.png,https://clonex-assets.rtfkt.com/1008,Robot,BLND Hairclip,THRML PFA JCKT,PNK ZK-BEADZ,,,,,,Assault Glasses,,,
982,CloneX #982,https://clonex-assets.rtfkt.com/images/982.png,https://clonex-assets.rtfkt.com/982,Human,BLND Hairclip,GRNDT Fur Coat,RNBW CBLE,,,,YLLW,,SPiKED BILLIONAIRE,GLD Round,,
1012,CloneX #1012,https://clonex-assets.rtfkt.com/images/1012.png,https://clonex-assets.rtfkt.com/1012,Robot,WHT Stylish,LIME GANG,,,,,,,,,,
1006,CloneX #1006,https://clonex-assets.rtfkt.com/images/1006.png,https://clonex-assets.rtfkt.com/1006,Robot,RD Pigtails,RCS Tee,,Angry,,,,,,,Robotic Arms,
980,CloneX #980,https://clonex-assets.rtfkt.com/images/980.png,https://clonex-assets.rtfkt.com/980,Human,MNT Long,V4 WHT SKL GRL,GLD CBLE,Ghost,,,BLCK Surprised,,,,,
989,CloneX #989,https://clonex-assets.rtfkt.com/images/989.png,https://clonex-assets.rtfkt.com/989,Human,MNT Beret Braids,JS Tee,SLVR CBLE,,,,BLU-PURP,,,,,
1003,CloneX #1003,https://clonex-assets.rtfkt.com/images/1003.png,https://clonex-assets.rtfkt.com/1003,Human,BLCK BWLCUT,PURP CAMO PFA JCKT,,GLD GRILLZ,,,BLU,META TAT,BTC,SLVR STUD,,
1005,CloneX #1005,https://clonex-assets.rtfkt.com/images/1005.png,https://clonex-assets.rtfkt.com/1005,Human,PNK MoHWK,BLCK Future Dress,,,,,BRWN,,,,,
1007,CloneX #1007,https://clonex-assets.rtfkt.com/images/1007.png,https://clonex-assets.rtfkt.com/1007,Reptile,BLU Stylish,GM MONO HOODIE,,,,,,,,,All Seeing Eyes,
999,CloneX #999,https://clonex-assets.rtfkt.com/images/999.png,https://clonex-assets.rtfkt.com/999,Robot,BLCK Shape Up,PNK Waistcoast,GLD CBLE,FANGZ,MK1,MK1,,,,,,
991,CloneX #991,https://clonex-assets.rtfkt.com/images/991.png,https://clonex-assets.rtfkt.com/991,Human,PNK Shape Up,GRN HAWAIIAN Shirt,,,,,BLU-PURP,Sword VSN  TAT,,,,
998,CloneX #998,https://clonex-assets.rtfkt.com/images/998.png,https://clonex-assets.rtfkt.com/998,Angel,BLCK Ponytail,RTFKT x TM RNBW FLOWER PFA,RNBW CBLE,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
1001,CloneX #1001,https://clonex-assets.rtfkt.com/images/1001.png,https://clonex-assets.rtfkt.com/1001,Human,PURP Shape Up,JS HOODIE,RBY Two Piece,,,,BRWN,,VSN Glasses,,,
985,CloneX #985,https://clonex-assets.rtfkt.com/images/985.png,https://clonex-assets.rtfkt.com/985,Human,Brain Machine,888 POLO,,,,,PNK-BLU,TRi War TAT,,,,
981,CloneX #981,https://clonex-assets.rtfkt.com/images/981.png,https://clonex-assets.rtfkt.com/981,Robot,BLND Curtains,CAMO BBL Vest,,MAD,,,,,,,,
1004,CloneX #1004,https://clonex-assets.rtfkt.com/images/1004.png,https://clonex-assets.rtfkt.com/1004,Human,PURP Curtains,RD BBL Vest,,,,,PURP,SMLY TAT,Aviator,,,
1011,CloneX #1011,https://clonex-assets.rtfkt.com/images/1011.png,https://clonex-assets.rtfkt.com/1011,Robot,GRN Shape Up,PNK Fur Coat,SLVR G-Link,,,,,,,,,
1002,CloneX #1002,https://clonex-assets.rtfkt.com/images/1002.png,https://clonex-assets.rtfkt.com/1002,Robot,RD Braid,FLOOR Tee,,SMILE,,,,,RD LAZER,PTRA Earring,,
1010,CloneX #1010,https://clonex-assets.rtfkt.com/images/1010.png,https://clonex-assets.rtfkt.com/1010,Human,GRN Shape Up,GM MONO HOODIE,,,,,BRWN,369 VSN TAT,,,,
990,CloneX #990,https://clonex-assets.rtfkt.com/images/990.png,https://clonex-assets.rtfkt.com/990,Human,PURP BRDZ,GRDNT PFA JCKT,CYN Two Piece,,MURAKAMI DRIP,MURAKAMI DRIP,HALF-OPEN,,,,GRN UNDRWRLD WINGZ,
995,CloneX #995,https://clonex-assets.rtfkt.com/images/995.png,https://clonex-assets.rtfkt.com/995,Robot,TEAL Spiked,BLCK Jellyfish Tee,,,MK1,MK1,,,,,PNK UNDRWRLD WINGZ,
983,CloneX #983,https://clonex-assets.rtfkt.com/images/983.png,https://clonex-assets.rtfkt.com/983,Human,RD Spike,RTFKT CHROME Tee,SLVR Two Piece,,,,GRN,Band-Aid,,,Sword Sheath,
1013,CloneX #1013,https://clonex-assets.rtfkt.com/images/1013.png,https://clonex-assets.rtfkt.com/1013,Demon,Open Skull Helmet,BLCK Jellyfish Tee,RD ZK-BEADZ,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
997,CloneX #997,https://clonex-assets.rtfkt.com/images/997.png,https://clonex-assets.rtfkt.com/997,Angel,BRWN 1 Horn,SD Tee,PURP ZK-BEADZ,Gas Mask,,,,,,,,
1000,CloneX #1000,https://clonex-assets.rtfkt.com/images/1000.png,https://clonex-assets.rtfkt.com/1000,Human,PNK MoHWK,BRED KBA JCKT,,,,,PNK,,,,,
984,CloneX #984,https://clonex-assets.rtfkt.com/images/984.png,https://clonex-assets.rtfkt.com/984,Robot,LLC Ponytail,THRML PFA JCKT,PURP Two Piece,,,,,,,,,
987,CloneX #987,https://clonex-assets.rtfkt.com/images/987.png,https://clonex-assets.rtfkt.com/987,Human,BLND Flower Wreath,PURP KBA JCKT,,,,,,,Cyber Eyes,SLVR Round,,
992,CloneX #992,https://clonex-assets.rtfkt.com/images/992.png,https://clonex-assets.rtfkt.com/992,Human,BLU KO2 Tiara,RTFKT x TM RNBW FLOWER PFA,,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
1009,CloneX #1009,https://clonex-assets.rtfkt.com/images/1009.png,https://clonex-assets.rtfkt.com/1009,Human,CYBR DRDZ,WHT KBA JCKT,S-HIRE CBLE,,,,PURP,,,,,
986,CloneX #986,https://clonex-assets.rtfkt.com/images/986.png,https://clonex-assets.rtfkt.com/986,Human,PNK Curtains,BLCK GM Tee,PURP Two Piece,Gas Mask,,,PURP,Band-Aid,,,,
988,CloneX #988,https://clonex-assets.rtfkt.com/images/988.png,https://clonex-assets.rtfkt.com/988,Human,CYBR DRDZ,GM HOODIE,KAWAII CHRM,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
993,CloneX #993,https://clonex-assets.rtfkt.com/images/993.png,https://clonex-assets.rtfkt.com/993,Robot,BLCK Unkept,THRML PFA JCKT,,,,,,,VSN Glasses,Cross Earring,,
979,CloneX #979,https://clonex-assets.rtfkt.com/images/979.png,https://clonex-assets.rtfkt.com/979,Robot,BLCK Bandana TECH Cap,Blade Melt Tee,WGLD Iced Cuban,,MK2,MK2,,,,,,
994,CloneX #994,https://clonex-assets.rtfkt.com/images/994.png,https://clonex-assets.rtfkt.com/994,Human,PURP BRDZ,WAGMI Tee,S-HIRE CBLE,ROBO,,,YLLW,,BTC,,,
962,CloneX #962,https://clonex-assets.rtfkt.com/images/962.png,https://clonex-assets.rtfkt.com/962,Robot,NVY DRDZ,PNK Fur Coat,MRBLE G-Link,,,,,,,,,
949,CloneX #949,https://clonex-assets.rtfkt.com/images/949.png,https://clonex-assets.rtfkt.com/949,Robot,BLCK Horn Headband,SD Tee,,,MK-BLCK,MK-BLCK,,,RD LAZER,,,
965,CloneX #965,https://clonex-assets.rtfkt.com/images/965.png,https://clonex-assets.rtfkt.com/965,Robot,BLU Curtains,RTFKT CHROME Tee,DRIP CHRM,,,,,,,,,
968,CloneX #968,https://clonex-assets.rtfkt.com/images/968.png,https://clonex-assets.rtfkt.com/968,Human,PURP Wrap,WHT Utility Vest,SLVR G-Link,,,,PNK,,,,,
944,CloneX #944,https://clonex-assets.rtfkt.com/images/944.png,https://clonex-assets.rtfkt.com/944,Murakami,BLCK BRDZ,Space PFA JCKT,,PSYCHIC LAZER,MURAKAMI DRIP,MURAKAMI DRIP,HALF-OPEN,,,,Robotic Arms,
958,CloneX #958,https://clonex-assets.rtfkt.com/images/958.png,https://clonex-assets.rtfkt.com/958,Demon,BLU Shape Up,MONO Tee,GLD Two Piece,MAD,,,,,Blindfold,,,
953,CloneX #953,https://clonex-assets.rtfkt.com/images/953.png,https://clonex-assets.rtfkt.com/953,Human,RD Stylish,CLNX HOODIE,,,,,PNK-BLU,SAD TAT,,,,
969,CloneX #969,https://clonex-assets.rtfkt.com/images/969.png,https://clonex-assets.rtfkt.com/969,Human,BLCK-GLD Turban,PNK POLO,SLVR G-Link,Pilot Mask,,,RD CRYSTL,SKULL WEBZ TAT,,,,
959,CloneX #959,https://clonex-assets.rtfkt.com/images/959.png,https://clonex-assets.rtfkt.com/959,Human,PNK Curtains,RCS Tee,CHRM,,,,GRN,HRUS 333 TAT,BILLIONAIRE,,,
977,CloneX #977,https://clonex-assets.rtfkt.com/images/977.png,https://clonex-assets.rtfkt.com/977,Angel,BRWN Unkept,BLU BNDN Shirt,WGLD Iced Cuban,ROBO,,,,,,,,
963,CloneX #963,https://clonex-assets.rtfkt.com/images/963.png,https://clonex-assets.rtfkt.com/963,Human,GRN Shape Up,BLU PURP BNDN Shirt,,,,,YLLW,SAD TAT,,,,
951,CloneX #951,https://clonex-assets.rtfkt.com/images/951.png,https://clonex-assets.rtfkt.com/951,Robot,BLCK Stylish,GRN HAWAIIAN Shirt,,,,,,,,,,
961,CloneX #961,https://clonex-assets.rtfkt.com/images/961.png,https://clonex-assets.rtfkt.com/961,Robot,BLCK Beanie,BLCK Tee,,SMILE,MK1,MK1,,,,,,
950,CloneX #950,https://clonex-assets.rtfkt.com/images/950.png,https://clonex-assets.rtfkt.com/950,Human,BLCK-GRN Tiara,PNK Fur Coat,VVS PANDA,,MURAKAMI DRIP,MURAKAMI DRIP,CLSD RNBW,Sword VSN  TAT,,,,
970,CloneX #970,https://clonex-assets.rtfkt.com/images/970.png,https://clonex-assets.rtfkt.com/970,Human,DOB Hat,WAGMI Tee,VVS PANDA,,MURAKAMI DRIP,MURAKAMI DRIP,,369 VSN TAT,Cyber Eyes,,,
960,CloneX #960,https://clonex-assets.rtfkt.com/images/960.png,https://clonex-assets.rtfkt.com/960,Robot,PNK BWLCUT,BLU Tech JCKT,,Alien,MK-BLCK,MK-BLCK,,,RD LAZER,,,
976,CloneX #976,https://clonex-assets.rtfkt.com/images/976.png,https://clonex-assets.rtfkt.com/976,Human,PNK Beret Braids,PNK HiTECH Gown,,,,,BLU CRYSTL,SWRD TAT,,GLD Round,,
978,CloneX #978,https://clonex-assets.rtfkt.com/images/978.png,https://clonex-assets.rtfkt.com/978,Robot,PNK MoHWK,GM MONO HOODIE,,,MK-BLCK,MK-BLCK,,,Aviator,,,
948,CloneX #948,https://clonex-assets.rtfkt.com/images/948.png,https://clonex-assets.rtfkt.com/948,Human,Cowboy,,,Bamboo,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,Aviator,,SPLASH,
